,hmid,predicted_category
36079,124606,affection
36080,124607,affection
36081,124608,affection
36082,124609,exercise
36083,124610,affection
36084,124611,affection
36085,124612,achievement
36086,124613,achievement
36087,124614,affection
36088,124615,bonding
36089,124616,leisure
36090,124617,achievement
36091,124618,bonding
36092,124619,bonding
36093,124620,enjoy_the_moment
36094,124621,achievement
36095,124622,achievement
36096,124623,affection
36097,124624,affection
36098,124625,achievement
36099,124626,affection
36100,124627,affection
36101,124628,achievement
36102,124629,enjoy_the_moment
36103,124630,enjoy_the_moment
36104,124631,achievement
36105,124632,affection
36106,124633,nature
36107,124634,achievement
36108,124635,affection
36109,124636,leisure
36110,124637,affection
36111,124638,affection
36112,124639,affection
36113,124640,achievement
36114,124641,achievement
36115,124642,enjoy_the_moment
36116,124643,affection
36117,124644,affection
36118,124645,achievement
36119,124646,affection
36120,124647,achievement
36121,124648,affection
36122,124649,affection
36123,124650,achievement
36124,124651,enjoy_the_moment
36125,124652,achievement
36126,124653,affection
36127,124654,achievement
36128,124655,exercise
36129,124656,affection
36130,124657,affection
36131,124658,achievement
36132,124659,enjoy_the_moment
36133,124660,bonding
36134,124661,achievement
36135,124662,affection
36136,124663,bonding
36137,124664,enjoy_the_moment
36138,124665,affection
36139,124666,achievement
36140,124667,affection
36141,124668,affection
36142,124669,leisure
36143,124670,affection
36144,124671,affection
36145,124672,affection
36146,124673,affection
36147,124674,affection
36148,124675,leisure
36149,124676,achievement
36150,124677,enjoy_the_moment
36151,124678,affection
36152,124679,affection
36153,124680,achievement
36154,124681,achievement
36155,124682,bonding
36156,124683,affection
36157,124684,affection
36158,124685,bonding
36159,124686,affection
36160,124687,bonding
36161,124688,achievement
36162,124689,leisure
36163,124690,leisure
36164,124691,achievement
36165,124692,affection
36166,124693,achievement
36167,124694,enjoy_the_moment
36168,124695,affection
36169,124696,exercise
36170,124697,affection
36171,124698,affection
36172,124699,nature
36173,124700,enjoy_the_moment
36174,124701,nature
36175,124702,achievement
36176,124703,affection
36177,124704,achievement
36178,124705,affection
36179,124706,leisure
36180,124707,affection
36181,124708,affection
36182,124709,bonding
36183,124710,leisure
36184,124711,achievement
36185,124712,nature
36186,124713,achievement
36187,124714,bonding
36188,124715,leisure
36189,124716,leisure
36190,124717,achievement
36191,124718,affection
36192,124719,achievement
36193,124720,affection
36194,124721,nature
36195,124722,affection
36196,124723,affection
36197,124724,bonding
36198,124725,achievement
36199,124726,bonding
36200,124727,affection
36201,124728,affection
36202,124729,affection
36203,124730,achievement
36204,124731,achievement
36205,124732,affection
36206,124733,achievement
36207,124734,bonding
36208,124735,affection
36209,124736,leisure
36210,124737,affection
36211,124738,affection
36212,124739,affection
36213,124740,affection
36214,124741,achievement
36215,124742,achievement
36216,124743,achievement
36217,124744,achievement
36218,124745,bonding
36219,124746,affection
36220,124747,leisure
36221,124748,achievement
36222,124749,bonding
36223,124750,leisure
36224,124751,bonding
36225,124752,bonding
36226,124753,bonding
36227,124754,affection
36228,124755,enjoy_the_moment
36229,124756,achievement
36230,124757,affection
36231,124758,affection
36232,124759,achievement
36233,124760,leisure
36234,124761,leisure
36235,124762,affection
36236,124763,affection
36237,124764,achievement
36238,124765,achievement
36239,124766,achievement
36240,124767,affection
36241,124768,achievement
36242,124769,affection
36243,124770,affection
36244,124771,enjoy_the_moment
36245,124772,affection
36246,124773,achievement
36247,124774,enjoy_the_moment
36248,124775,achievement
36249,124776,enjoy_the_moment
36250,124777,enjoy_the_moment
36251,124778,affection
36252,124779,enjoy_the_moment
36253,124780,achievement
36254,124781,affection
36255,124782,affection
36256,124783,affection
36257,124784,achievement
36258,124785,affection
36259,124786,affection
36260,124787,achievement
36261,124788,affection
36262,124789,bonding
36263,124790,affection
36264,124791,achievement
36265,124792,bonding
36266,124793,affection
36267,124794,affection
36268,124795,enjoy_the_moment
36269,124796,achievement
36270,124797,enjoy_the_moment
36271,124798,enjoy_the_moment
36272,124799,affection
36273,124800,affection
36274,124801,bonding
36275,124802,affection
36276,124803,affection
36277,124804,achievement
36278,124805,bonding
36279,124806,enjoy_the_moment
36280,124807,achievement
36281,124808,affection
36282,124809,affection
36283,124810,leisure
36284,124811,affection
36285,124812,affection
36286,124813,enjoy_the_moment
36287,124814,enjoy_the_moment
36288,124815,achievement
36289,124816,achievement
36290,124817,affection
36291,124818,achievement
36292,124819,affection
36293,124820,nature
36294,124821,achievement
36295,124822,affection
36296,124823,affection
36297,124824,affection
36298,124825,achievement
36299,124826,affection
36300,124827,enjoy_the_moment
36301,124828,achievement
36302,124829,bonding
36303,124830,achievement
36304,124831,achievement
36305,124832,affection
36306,124833,affection
36307,124834,achievement
36308,124835,achievement
36309,124836,affection
36310,124837,exercise
36311,124838,achievement
36312,124839,bonding
36313,124840,achievement
36314,124841,affection
36315,124842,achievement
36316,124843,achievement
36317,124844,achievement
36318,124845,achievement
36319,124846,affection
36320,124847,bonding
36321,124848,affection
36322,124849,enjoy_the_moment
36323,124850,affection
36324,124851,achievement
36325,124852,bonding
36326,124853,achievement
36327,124854,affection
36328,124855,achievement
36329,124856,leisure
36330,124857,affection
36331,124858,affection
36332,124859,achievement
36333,124860,leisure
36334,124861,achievement
36335,124862,achievement
36336,124863,affection
36337,124864,bonding
36338,124865,enjoy_the_moment
36339,124866,bonding
36340,124867,affection
36341,124868,affection
36342,124869,achievement
36343,124870,affection
36344,124871,affection
36345,124872,achievement
36346,124873,achievement
36347,124874,bonding
36348,124875,affection
36349,124876,affection
36350,124877,affection
36351,124878,bonding
36352,124879,achievement
36353,124880,affection
36354,124881,enjoy_the_moment
36355,124882,bonding
36356,124883,enjoy_the_moment
36357,124884,achievement
36358,124885,affection
36359,124886,enjoy_the_moment
36360,124887,enjoy_the_moment
36361,124888,leisure
36362,124889,affection
36363,124890,leisure
36364,124891,affection
36365,124892,affection
36366,124893,leisure
36367,124894,leisure
36368,124895,achievement
36369,124896,affection
36370,124897,affection
36371,124898,leisure
36372,124899,affection
36373,124900,achievement
36374,124901,bonding
36375,124902,enjoy_the_moment
36376,124903,achievement
36377,124904,bonding
36378,124905,achievement
36379,124906,achievement
36380,124907,achievement
36381,124908,bonding
36382,124909,affection
36383,124910,enjoy_the_moment
36384,124911,affection
36385,124912,enjoy_the_moment
36386,124913,achievement
36387,124914,enjoy_the_moment
36388,124915,affection
36389,124916,affection
36390,124917,affection
36391,124918,affection
36392,124919,achievement
36393,124920,leisure
36394,124921,achievement
36395,124922,bonding
36396,124923,affection
36397,124924,achievement
36398,124925,leisure
36399,124926,leisure
36400,124927,leisure
36401,124928,affection
36402,124929,bonding
36403,124930,bonding
36404,124931,affection
36405,124932,achievement
36406,124933,achievement
36407,124934,achievement
36408,124935,affection
36409,124936,affection
36410,124937,achievement
36411,124938,achievement
36412,124939,achievement
36413,124940,achievement
36414,124941,leisure
36415,124942,achievement
36416,124944,enjoy_the_moment
36417,124945,achievement
36418,124946,enjoy_the_moment
36419,124947,affection
36420,124948,affection
36421,124949,achievement
36422,124950,enjoy_the_moment
36423,124951,affection
36424,124952,affection
36425,124953,achievement
36426,124954,affection
36427,124955,bonding
36428,124956,affection
36429,124957,achievement
36430,124958,bonding
36431,124959,achievement
36432,124960,achievement
36433,124961,achievement
36434,124962,affection
36435,124963,affection
36436,124964,leisure
36437,124965,achievement
36438,124966,affection
36439,124967,enjoy_the_moment
36440,124968,bonding
36441,124969,achievement
36442,124970,bonding
36443,124971,achievement
36444,124972,bonding
36445,124973,affection
36446,124974,affection
36447,124975,bonding
36448,124976,achievement
36449,124977,achievement
36450,124978,bonding
36451,124979,bonding
36452,124980,achievement
36453,124981,bonding
36454,124982,affection
36455,124983,affection
36456,124984,achievement
36457,124985,bonding
36458,124986,achievement
36459,124987,affection
36460,124988,affection
36461,124989,affection
36462,124990,bonding
36463,124991,achievement
36464,124992,leisure
36465,124993,achievement
36466,124994,affection
36467,124995,affection
36468,124996,affection
36469,124997,enjoy_the_moment
36470,124998,affection
36471,124999,enjoy_the_moment
36472,125000,nature
36473,125001,affection
36474,125002,affection
36475,125003,achievement
36476,125004,achievement
36477,125005,enjoy_the_moment
36478,125006,bonding
36479,125007,affection
36480,125008,achievement
36481,125009,affection
36482,125010,affection
36483,125011,achievement
36484,125012,affection
36485,125013,achievement
36486,125014,affection
36487,125015,achievement
36488,125016,affection
36489,125017,affection
36490,125018,achievement
36491,125019,achievement
36492,125020,leisure
36493,125021,affection
36494,125022,exercise
36495,125023,achievement
36496,125024,affection
36497,125025,affection
36498,125026,leisure
36499,125027,achievement
36500,125028,enjoy_the_moment
36501,125029,achievement
36502,125030,bonding
36503,125031,enjoy_the_moment
36504,125032,achievement
36505,125033,affection
36506,125034,affection
36507,125035,bonding
36508,125036,affection
36509,125037,exercise
36510,125038,achievement
36511,125039,affection
36512,125040,enjoy_the_moment
36513,125041,affection
36514,125042,leisure
36515,125043,bonding
36516,125044,achievement
36517,125045,achievement
36518,125046,achievement
36519,125047,affection
36520,125048,achievement
36521,125049,achievement
36522,125050,enjoy_the_moment
36523,125051,bonding
36524,125052,affection
36525,125054,affection
36526,125055,affection
36527,125056,affection
36528,125057,affection
36529,125058,affection
36530,125059,achievement
36531,125060,achievement
36532,125061,affection
36533,125062,affection
36534,125063,achievement
36535,125064,leisure
36536,125065,affection
36537,125066,bonding
36538,125067,achievement
36539,125068,achievement
36540,125069,bonding
36541,125070,achievement
36542,125071,affection
36543,125072,achievement
36544,125073,leisure
36545,125074,affection
36546,125075,exercise
36547,125076,affection
36548,125077,affection
36549,125078,enjoy_the_moment
36550,125079,enjoy_the_moment
36551,125080,exercise
36552,125081,affection
36553,125082,achievement
36554,125083,bonding
36555,125084,affection
36556,125085,achievement
36557,125086,affection
36558,125087,affection
36559,125088,achievement
36560,125089,affection
36561,125090,achievement
36562,125091,enjoy_the_moment
36563,125092,affection
36564,125093,affection
36565,125094,affection
36566,125095,achievement
36567,125096,affection
36568,125097,affection
36569,125098,achievement
36570,125099,affection
36571,125100,affection
36572,125101,achievement
36573,125102,affection
36574,125103,nature
36575,125104,affection
36576,125105,achievement
36577,125106,affection
36578,125107,achievement
36579,125108,achievement
36580,125109,achievement
36581,125110,affection
36582,125111,leisure
36583,125112,achievement
36584,125113,affection
36585,125114,affection
36586,125115,achievement
36587,125116,affection
36588,125117,enjoy_the_moment
36589,125118,affection
36590,125119,achievement
36591,125120,bonding
36592,125121,affection
36593,125122,achievement
36594,125123,affection
36595,125124,enjoy_the_moment
36596,125125,enjoy_the_moment
36597,125126,bonding
36598,125127,affection
36599,125128,achievement
36600,125129,achievement
36601,125130,leisure
36602,125131,achievement
36603,125132,enjoy_the_moment
